Packageid,HouseName,Facade,Brand,Storey,CarSpaces,Price,Study,Ensuite,BedRooms,BathRooms,LandSize,BlockType,HouseSize
189951,Vermont,Strider,Gen,Single,2,397139,0,1,4,2,660,Irregular,251
191453,Carlton,Haring,Gen,Single,2,731295,0,1,4,2,511,Irregular,218
191454,Kooyong,Dowd,Gen,Single,2,738395,0,1,4,2,511,Irregular,224
191455,Mckinnon,Rainforest,Gen,Double,2,853595,1,1,5,2,511,Irregular,340
191456,Ashwood,Matisse,Gen,Double,2,849395,1,1,4,2,511,Irregular,352
191855,Spotswood,Sunseeker,Gen,Single,2,587835,1,1,4,2,512,Regular,284
192808,Strathmore,Dowd,Gen,Single,2,399155,0,1,4,2,450,Regular,234
192809,Malvern,Sunseeker,Gen,Single,2,404805,0,1,4,2,451,Regular,234
192811,Collingwood,Arkley,Gen,Single,2,360115,0,1,3,2,449,Regular,172
192815,Canterbury,Woodland,Gen,Single,2,394255,0,1,4,2,448,Regular,234
192822,Deepdene,Laing,Gen,Single,2,393565,0,1,4,2,451,Regular,225
192823,Camberwell,Haring,Gen,Single,1,359335,0,1,3,2,449,Regular,160
192824,Caulfield,Nolan,Gen,Single,2,391255,0,1,4,2,448,Regular,231
192825,Hawthorn,Condor,Gen,Double,2,507945,1,1,4,2,450,Regular,395
192827,Mckinnon,Urban,Gen,Double,2,494535,1,1,4,2,451,Regular,307
192830,Elwood,Matisse,Gen,Double,2,458725,1,1,3,2,449,Regular,239
192831,Mason,Aqua,Elements,Double,2,529745,1,1,4,2,448,Regular,341
192842,Hawthorn,Streeton,Gen,Double,2,473795,1,1,4,2,448,Regular,333
194047,Collingwood,Drysdale,Gen,Single,2,673512,0,1,3,2,508,Corner,148
197408,Carlton,Dowd,Gen,Single,2,386459,0,1,4,2,660,Irregular,218
197656,Strathmore,Nolan,Gen,Single,2,755625,1,1,4,2,511,Irregular,268
197657,Thornbury,Strider,Gen,Single,2,755825,0,1,4,2,511,Irregular,264
202109,Templestowe,Dowd,Gen,Single,2,1086400,1,1,4,2,632,Irregular,240
202520,Deepdene,Arkley,Gen,Single,2,1059309,0,1,4,2,632,Irregular,225
202525,Strathmore,Haring,Gen,Single,2,1062409,0,1,4,2,632,Irregular,234
202527,Hawthorn,Condor,Gen,Double,2,1176806,1,1,4,2,632,Irregular,395
203592,Ormond,Laing,Gen,Single,2,756612,1,1,4,2,508,Corner,263
203659,Strathmore,Laing,Gen,Single,2,438765,0,1,4,2,692,Regular,251
203664,Carlton,Strider,Gen,Single,2,424955,0,1,4,2,692,Regular,218
203683,Deepdene,Dowd,Gen,Single,2,440215,0,1,4,2,692,Regular,246
204162,Ormond,Dowd,Gen,Single,2,758552,1,1,4,2,508,Corner,263
204914,Hawthorn,Condor,Gen,Double,2,801762,1,1,4,2,508,Corner,333
204915,Cremorne,Strider,Gen,Single,2,694912,0,1,4,2,508,Corner,177
204918,Ashwood,Monet,Gen,Double,2,800072,1,1,4,2,508,Corner,298
204921,Caulfield,Nolan,Gen,Single,2,710672,0,1,3,2,508,Corner,207
205017,Fitzroy,Condor,Gen,Double,2,1141572,1,1,4,2,632,Irregular,323
205018,Northcote,Arkley,Gen,Single,2,1065292,0,1,4,2,632,Irregular,250
206419,Caulfield,Drysdale,Gen,Single,2,1060592,0,1,4,2,632,Irregular,231
206421,Carlton,Arkley,Gen,Single,2,1120992,0,1,4,2,744,Corner,218
206422,Kooyong,Drysdale,Gen,Single,2,1115492,0,1,4,2,744,Corner,211
206424,Canterbury,Drysdale,Gen,Single,2,1126792,0,1,4,2,744,Corner,234
206425,Caulfield,Haring,Gen,Single,2,1126292,0,1,4,2,744,Corner,231
206426,Deepdene,Nolan,Gen,Single,2,1127092,0,1,4,2,744,Corner,225
206428,Strathmore,Haring,Gen,Single,2,1122390,0,1,4,2,744,Corner,234
206429,Strathmore,Haring,Gen,Single,2,1127192,0,1,4,2,744,Corner,234
206430,Ashwood,Condor,Gen,Double,2,1235712,1,1,4,2,744,Corner,352
206433,Mckinnon,Heathland,Gen,Double,2,1227482,1,1,4,2,744,Corner,307
206436,Fitzroy,Condor,Gen,Double,2,1211882,1,1,4,2,744,Corner,323
206440,Hawthorn,Condor,Gen,Double,2,1240942,1,1,4,2,744,Corner,395
206774,Strathmore,Nolan,Gen,Single,2,722612,0,1,4,2,508,Corner,234
207497,Williamstown,Haring,Gen,Single,2,667987,0,1,4,2,587,Corner,251
207498,Vermont,Laing,Gen,Single,2,670987,0,1,4,2,587,Corner,251
207499,Thornbury,Dowd,Gen,Single,2,673987,0,1,4,2,587,Corner,251
207500,Strathmore,Haring,Gen,Single,2,668917,0,1,4,2,587,Corner,251
207501,Northcote,Laing,Gen,Single,2,673117,0,1,4,2,587,Corner,250
207502,Malvern,Alpine,Gen,Single,2,666697,0,1,4,2,587,Corner,234
207504,Deepdene,Nolan,Gen,Single,2,670417,0,1,4,2,587,Corner,246
207505,Caulfield,Strider,Gen,Single,2,671817,0,1,4,2,587,Corner,249
207506,Canterbury,Woodland,Gen,Single,2,673817,0,1,4,2,587,Corner,250
207815,Ormond,Strider,Gen,Single,2,730712,1,1,3,2,508,Corner,237
207891,Mckinnon,Rainforest,Gen,Double,2,473635,1,1,3,2,576,Regular,259
208079,Langham,Central,Elements,Double,2,854112,0,1,4,2,508,Corner,360
208083,Hawthorn,Condor,Gen,Double,2,800562,1,1,4,2,508,Corner,333
208108,Fitzroy,Condor,Gen,Double,2,829092,1,1,4,2,508,Corner,384
208134,Strathmore,Drysdale,Gen,Single,2,723112,0,1,4,2,508,Corner,234
208136,Deepdene,Drysdale,Gen,Single,2,719012,0,1,4,2,508,Corner,225
209565,Cremorne,Drysdale,Gen,Single,2,364079,0,1,4,2,387,Corner,177
209579,Ripponlea,Matisse,Gen,Double,2,439867,1,1,4,2,387,Corner,215
210366,Kensington,Dowd,Gen,Single,2,453707,0,1,4,2,40,Regular,213
210368,Camberwell,Drysdale,Gen,Single,1,422407,0,1,3,2,428,Corner,160
210372,Bellfield,Haring,Gen,Single,1,422407,0,1,4,2,401,Corner,184
210375,Cremorne,Nolan,Gen,Single,2,438707,0,1,4,2,420,Regular,172
210376,Caulfield,Strider,Gen,Single,2,462007,0,1,3,2,420,Regular,207
210379,Collingwood,Dowd,Gen,Single,2,411607,0,1,3,2,401,Corner,148
210382,Kooyong,Drysdale,Gen,Single,2,454207,0,1,4,2,425,Regular,224
210384,Sandringham,Haring,Gen,Single,2,410407,0,1,3,2,400,Regular,151
210391,Malvern,Sunseeker,Gen,Single,2,584300,1,1,4,2,512,Regular,267
210579,Carlton,Strider,Gen,Single,2,451207,0,1,4,2,400,Regular,218
210837,Canterbury,Sunseeker,Gen,Single,2,508567,0,1,4,2,448,Regular,234
211151,Ormond,Laing,Gen,Single,2,666710,1,1,4,2,587,Corner,263
211203,Templestowe,Drysdale,Gen,Single,2,439483,1,1,4,2,2005,Irregular,240
211204,Macleod,Drysdale,Gen,Single,2,452883,0,1,4,2,2005,Irregular,283
211659,Elwood,Condor,Gen,Double,2,453165,1,1,4,2,614,Irregular,274
211661,Camberwell,Strider,Gen,Single,1,361895,1,1,4,2,614,Irregular,189
211663,Collingwood,Nolan,Gen,Single,2,338715,0,1,3,2,614,Irregular,148
211802,Malvern,Alpine,Gen,Single,2,378545,0,1,4,2,511,Regular,234
211805,Alphington,Nolan,Gen,Single,2,336935,0,1,3,2,511,Regular,158
211810,Carlton,Dowd,Gen,Single,2,364935,0,1,4,2,511,Regular,206
211823,Bellfield,Arkley,Gen,Single,1,345595,0,1,4,2,511,Regular,184
211910,Cremorne,Nolan,Gen,Single,2,521040,0,1,4,2,491,Corner,172
211965,Williamstown,Laing,Gen,Single,2,383835,0,1,4,2,530,Regular,251
211966,Kooyong,Strider,Gen,Single,2,372575,0,1,4,2,530,Regular,224
212142,Ashwood,Monet,Gen,Double,2,694010,1,1,4,2,450,Regular,298
212146,Carlton,Drysdale,Gen,Single,2,604410,0,1,4,2,450,Regular,218
212159,Carlton,Drysdale,Gen,Single,2,557917,0,1,3,2,336,Regular,178
212160,Kooyong,Nolan,Gen,Single,2,563557,0,1,3,2,336,Regular,182
212323,Mckinnon,Rainforest,Gen,Double,2,718230,1,1,5,2,450,Regular,340
212361,Mckinnon,Heathland,Gen,Double,2,665137,1,1,3,2,336,Regular,259
212422,Spotswood,Drysdale,Gen,Single,2,688557,1,1,4,2,587,Corner,284
212801,Carlton,Nolan,Gen,Single,2,615140,1,1,4,2,450,Regular,237
212802,Alphington,Haring,Gen,Single,2,570780,0,1,3,2,450,Regular,158
212804,Ivanhoe,Drysdale,Gen,Single,2,597230,0,1,3,2,450,Regular,207
212805,Kooyong,Nolan,Gen,Single,2,607570,0,1,4,2,450,Regular,224
212806,Ashwood,Condor,Gen,Double,2,735370,1,1,5,2,450,Regular,384
212823,Ivanhoe,Strider,Gen,Single,2,559617,0,1,3,2,336,Regular,179
212904,Elwood,Matisse,Gen,Double,2,2494800,1,1,4,2,500,Irregular,312
212909,Elwood,Matisse,Gen,Double,2,2882600,1,1,4,2,648,Irregular,312
214153,Carlton,Arkley,Gen,Single,2,608760,0,1,4,2,450,Regular,218
214154,Ivanhoe,Haring,Gen,Single,2,603990,0,1,3,2,450,Regular,207
214155,Kensington,Drysdale,Gen,Single,2,609360,0,1,4,2,450,Regular,213
214156,Kooyong,Drysdale,Gen,Single,2,610760,0,1,4,2,450,Regular,224
214159,Mckinnon,Heathland,Gen,Double,2,721420,1,1,5,2,450,Regular,340
214160,Ashwood,Condor,Gen,Double,2,740810,1,1,5,2,450,Regular,384
214161,Alphington,Drysdale,Gen,Single,2,577540,0,1,3,2,450,Regular,158
214330,Sandringham,Drysdale,Gen,Single,2,544437,0,1,3,2,336,Regular,151
214332,Carlton,Nolan,Gen,Single,2,560917,0,1,3,2,336,Regular,178
214665,Ormond,Laing,Gen,Single,2,678417,1,1,4,2,587,Corner,263
214671,Camberwell,Drysdale,Gen,Single,1,858047,0,1,3,2,430,Corner,142
214679,Elwood,Condor,Gen,Double,2,937177,1,1,3,2,400,Regular,224
215013,Caulfield,Drysdale,Gen,Single,2,571000,0,1,3,2,402,Regular,207
215185,Caulfield,Nolan,Gen,Single,2,579290,0,1,3,2,364,Regular,207
215188,Collingwood,Drysdale,Gen,Single,2,564890,0,1,3,2,388,Regular,172
215845,Mckinnon,Urban,Gen,Double,2,660587,1,1,3,2,336,Regular,259
215846,Ripponlea,Matisse,Gen,Double,2,660497,1,1,4,2,388,Regular,207
215852,Macleod,Nolan,Gen,Single,2,630950,0,1,4,2,460,Regular,238
215861,Strathmore,Drysdale,Gen,Single,2,583600,0,1,4,2,402,Regular,234
215866,Macleod,Laing,Gen,Single,2,640950,0,1,4,2,460,Regular,238
215867,Hawthorn,Monet,Gen,Double,2,666800,1,1,4,2,402,Regular,333
215870,Carlton,Nolan,Gen,Single,2,560900,0,1,3,2,402,Regular,178
215895,Caulfield,Dowd,Gen,Single,2,592367,0,1,3,2,364,Regular,207
216009,Carlton,Nolan,Gen,Single,2,570047,0,1,4,2,418,Corner,206
216030,Sandringham,Strider,Gen,Single,2,343635,0,1,3,2,490,Regular,151
216032,Carlton,Nolan,Gen,Single,2,356775,0,1,3,2,490,Regular,178
216033,Caulfield,Dowd,Gen,Single,2,392615,0,1,4,2,490,Regular,249
216034,Emporium,Felix,Elements,Single,2,440955,0,1,4,2,490,Regular,265
216035,Cremorne,Drysdale,Gen,Single,2,349475,0,1,4,2,490,Regular,172
216039,Deepdene,Arkley,Gen,Single,2,389715,0,1,4,2,490,Regular,246
216040,Canterbury,Alpine,Gen,Single,2,387395,0,1,4,2,490,Regular,234
216041,Hawthorn,Condor,Gen,Double,2,490985,1,1,4,2,490,Regular,395
216042,Spotswood,Woodland,Gen,Single,2,393695,0,1,3,2,605,Regular,223
216045,Mckinnon,Urban,Gen,Double,2,460265,1,1,3,2,605,Regular,259
216048,Macleod,Drysdale,Gen,Single,2,424015,0,1,5,2,605,Regular,299
216049,Kooyong,Dowd,Gen,Single,2,361495,0,1,3,2,490,Regular,182
216050,Mason,Bottega,Elements,Double,2,519775,1,1,4,2,490,Regular,341
216051,Mckinnon,Rainforest,Gen,Double,2,459265,1,1,3,2,660,Irregular,259
216053,Yarraville,Condor,Gen,Double,2,361955,1,1,3,2,301,Regular,198
216054,Albion,Matisse,Gen,Double,1,353495,0,1,3,2,301,Regular,161
216055,Kingsbury,Monet,Gen,Double,1,352145,1,1,3,2,301,Regular,169
216056,Canterbury,Alpine,Gen,Single,2,386895,0,1,4,2,728,Regular,234
216057,Cremorne,Dowd,Gen,Single,2,353975,0,1,4,2,728,Regular,172
216058,Ivanhoe,Strider,Gen,Single,2,354975,0,1,3,2,728,Regular,179
216059,Highton,Ivy,Elements,Single,2,447855,0,1,4,2,828,Regular,269
216062,Caulfield,Drysdale,Gen,Single,2,406755,0,1,5,2,828,Regular,265
216063,Kooyong,Nolan,Gen,Single,2,390075,0,1,4,2,828,Regular,224
216064,Strathmore,Arkley,Gen,Single,2,390795,0,1,4,2,828,Regular,234
216066,Carlton,Dowd,Gen,Single,2,385885,0,1,4,2,854,Regular,206
216068,Fitzroy,Streeton,Gen,Double,2,472725,1,1,4,2,854,Regular,323
216069,Vermont,Drysdale,Gen,Single,2,400785,0,1,4,2,854,Regular,251
216076,Spotswood,Sunseeker,Gen,Single,2,382075,0,1,3,2,686,Regular,223
216078,Sandringham,Nolan,Gen,Single,2,337635,0,1,3,2,686,Regular,151
216079,Thornbury,Arkley,Gen,Single,2,394555,0,1,4,2,686,Regular,264
216230,Ashwood,Condor,Gen,Double,2,719165,1,1,4,2,465,Corner,352
216231,Elwood,Matisse,Gen,Double,2,692355,1,1,4,2,465,Corner,274
216232,Collingwood,Nolan,Gen,Single,2,584965,0,1,3,2,465,Corner,172
216233,Camberwell,Drysdale,Gen,Single,1,594585,1,1,4,2,465,Corner,189
216261,Thornbury,Drysdale,Gen,Single,2,652120,0,1,4,2,587,Corner,251
216488,Ashwood,Orana,Gen,Double,2,934272,1,1,4,2,542,Irregular,298
216610,Ashwood,Condor,Gen,Double,2,675237,1,1,4,2,418,Corner,352
216612,Deepdene,Drysdale,Gen,Single,2,570500,0,1,4,2,402,Regular,225
216613,Caulfield,Drysdale,Gen,Single,2,572700,0,1,4,2,402,Regular,231
216614,Macleod,Drysdale,Gen,Single,2,627950,0,1,4,2,460,Regular,238
216615,Oakleigh,Condor,Gen,Double,2,668050,1,1,4,2,460,Regular,204
216701,Kooyong,Drysdale,Gen,Single,2,560700,0,1,4,2,418,Corner,211
216773,Spotswood,Drysdale,Gen,Single,2,647580,1,1,4,2,520,Regular,284
216774,Canterbury,Drysdale,Gen,Single,2,617030,0,1,4,2,520,Regular,234
216775,Canterbury,Drysdale,Gen,Single,2,617030,0,1,4,2,519,Regular,234
216790,Caulfield,Drysdale,Gen,Single,2,611140,0,1,4,2,519,Regular,231
216905,Macleod,Drysdale,Gen,Single,2,612210,0,1,4,2,571,Corner,238
216907,Spotswood,Woodland,Gen,Single,2,609240,0,1,3,2,571,Corner,223
216910,Deepdene,Drysdale,Gen,Single,2,608640,0,1,4,2,519,Regular,225
216911,Caulfield,Nolan,Gen,Single,2,602200,0,1,3,2,519,Regular,207
216912,Canterbury,Alpine,Gen,Single,2,617310,0,1,4,2,519,Regular,234
216913,Malvern,Lakeland,Gen,Single,2,622860,0,1,4,2,519,Regular,234
216914,Strathmore,Dowd,Gen,Single,2,617210,0,1,4,2,519,Regular,234
216915,Thornbury,Drysdale,Gen,Single,2,619950,0,1,4,2,519,Regular,251
217087,Camberwell,Strider,Gen,Single,1,324775,1,1,4,2,322,Regular,174
217092,Camberwell,Drysdale,Gen,Single,1,328395,1,1,4,2,322,Regular,189
217097,Camberwell,Nolan,Gen,Single,1,306915,0,1,3,2,322,Regular,142
217101,Elwood,Condor,Gen,Double,2,408775,1,1,3,2,322,Regular,239
217105,Bellfield,Dowd,Gen,Single,1,330595,0,1,4,2,384,Regular,184
217110,Clifton,Arkley,Gen,Single,1,302095,0,1,2,2,384,Regular,130
217111,Collingwood,Drysdale,Gen,Single,2,316975,0,1,3,2,384,Regular,172
217112,Ripponlea,Streeton,Gen,Double,2,394255,1,1,4,2,384,Regular,215
217122,Sandringham,Dowd,Gen,Single,2,549917,0,1,3,2,336,Regular,151
217124,Ripponlea,Streeton,Gen,Double,2,657497,1,1,4,2,388,Regular,207
217129,Caulfield,Drysdale,Gen,Single,2,587367,0,1,3,2,364,Regular,207
217132,Kensington,Drysdale,Gen,Single,2,605020,0,1,4,2,450,Regular,213
217141,Macleod,Drysdale,Gen,Single,2,683127,0,1,4,2,587,Corner,283
217144,Sandringham,Haring,Gen,Single,2,539350,0,1,3,2,336,Regular,151
217156,Kooyong,Arkley,Gen,Single,2,607570,0,1,4,2,450,Regular,224
217320,Ormond,Drysdale,Gen,Single,2,621300,1,1,3,2,519,Regular,237
217350,Spotswood,Sunseeker,Gen,Single,2,652850,1,1,4,2,571,Corner,284
217412,Carlton,Dowd,Gen,Single,2,575647,0,1,4,2,418,Corner,206
217436,Ripponlea,Condor,Gen,Double,2,932527,1,1,4,2,400,Regular,207
217445,Ashwood,Condor,Gen,Double,2,577530,1,1,4,2,40,Regular,352
217501,Portsea,Teatree,Gen,Double,2,721780,1,1,4,2,469,Corner,426
217502,Ormond,Drysdale,Gen,Single,2,576547,1,1,4,2,469,Corner,263
217522,Portsea,Teatree,Gen,Double,2,837817,1,1,4,2,512,Regular,426
217527,Fitzroy,Matisse,Gen,Double,2,719347,1,1,4,2,448,Regular,323
217529,Macleod,Dowd,Gen,Single,2,696027,0,1,4,2,512,Regular,266
217598,Portsea,Heathland,Gen,Double,2,847690,1,1,4,2,720,Regular,426
217657,Clifton,Dowd,Gen,Single,1,508902,0,1,2,2,404,Corner,130
217658,Ripponlea,Monet,Gen,Double,2,599612,1,1,4,2,404,Corner,207
217661,Ashwood,Matisse,Gen,Double,2,735082,1,1,5,2,492,Corner,384
217663,Mckinnon,Metropolitan,Gen,Double,2,721062,1,1,5,2,591,Irregular,340
217664,Macleod,Laing,Gen,Single,2,522600,0,1,5,2,4390,Irregular,299
217674,Macleod,Haring,Gen,Single,2,468700,0,1,4,2,2006,Regular,283
217675,Kensington,Nolan,Gen,Single,2,361167,0,1,4,2,544,Irregular,213
217678,Collingwood,Drysdale,Gen,Single,2,329087,0,1,3,2,544,Irregular,172
217679,Kooyong,Dowd,Gen,Single,2,365187,0,1,4,2,544,Irregular,224
217707,Sandringham,Strider,Gen,Single,2,390885,0,1,3,2,692,Regular,151
217709,Emporium,Felix,Elements,Single,2,460735,0,1,4,2,692,Regular,265
217710,Macleod,Drysdale,Gen,Single,2,388195,0,1,4,2,517,Corner,238
217712,Cremorne,Strider,Gen,Single,2,357775,0,1,4,2,517,Corner,177
217816,Macleod,Arkley,Gen,Single,2,723590,0,1,5,2,720,Regular,299
217863,Camberwell,Dowd,Gen,Single,1,570012,0,1,3,2,492,Corner,160
217865,Ashwood,Orana,Gen,Double,2,730862,1,1,4,2,492,Corner,352
217868,Mckinnon,Rainforest,Gen,Double,2,699632,1,1,4,2,492,Corner,307
217887,Carlton,Drysdale,Gen,Single,2,882050,0,1,4,2,430,Corner,206
217909,Fitzroy,Condor,Gen,Double,2,702367,1,1,4,2,519,Regular,323
217910,Fitzroy,Streeton,Gen,Double,2,728357,1,1,4,2,519,Regular,384
217911,Hawthorn,Orana,Gen,Double,2,727667,1,1,4,2,519,Regular,333
217913,Hawthorn,Orana,Gen,Double,2,756757,1,1,4,2,519,Regular,395
217916,Hawthorn,Matisse,Gen,Double,2,751217,1,1,5,2,519,Regular,432
217917,Hawthorn,Matisse,Gen,Double,2,768577,1,1,5,2,519,Regular,476
217918,Osborne,Heathland,Gen,Double,2,721097,1,1,4,2,519,Regular,352
217922,Ormond,Drysdale,Gen,Single,2,712165,1,1,4,2,720,Regular,263
217927,Osborne,Metropolitan,Gen,Double,2,777147,0,1,5,2,519,Regular,454
217928,Portsea,Metropolitan,Gen,Double,2,702107,1,1,4,2,519,Regular,298
217929,Portsea,Rainforest,Gen,Double,2,792017,1,1,4,2,519,Regular,426
217930,Oakleigh,Matisse,Gen,Double,2,664497,1,1,4,2,519,Regular,204
217931,Yarraville,Monet,Gen,Double,2,656997,1,1,3,2,519,Regular,198
217932,Canterbury,Drysdale,Gen,Single,2,378985,0,1,4,2,686,Regular,234
217940,Canterbury,Sunseeker,Gen,Single,2,631047,0,1,4,2,519,Regular,234
217941,Hawthorn,Orana,Gen,Double,2,673900,1,1,5,2,526,Regular,432
217948,Canterbury,Lakeland,Gen,Single,2,639617,0,1,4,2,519,Regular,250
217949,Canterbury,Alpine,Gen,Single,2,645557,1,1,4,2,519,Regular,267
217951,Caulfield,Strider,Gen,Single,2,612437,0,1,3,2,519,Regular,207
217953,Fitzroy,Monet,Gen,Double,2,705367,1,1,4,2,520,Regular,323
217954,Fitzroy,Matisse,Gen,Double,2,731357,1,1,4,2,520,Regular,384
217955,Hawthorn,Orana,Gen,Double,2,727667,1,1,4,2,520,Regular,333
217957,Hawthorn,Monet,Gen,Double,2,733757,1,1,4,2,520,Regular,395
217959,Macleod,Haring,Gen,Single,2,649345,0,1,4,2,463,Regular,283
217963,Osborne,Metropolitan,Gen,Double,2,724597,1,1,4,2,520,Regular,352
217965,Osborne,Metropolitan,Gen,Double,2,754787,0,1,5,2,520,Regular,416
217966,Osborne,Heathland,Gen,Double,2,773647,0,1,5,2,520,Regular,454
217967,Portsea,Heathland,Gen,Double,2,697107,1,1,4,2,520,Regular,298
217969,Portsea,Teatree,Gen,Double,2,785017,1,1,4,2,520,Regular,426
217970,Oakleigh,Condor,Gen,Double,2,661497,1,1,4,2,520,Regular,204
217971,Yarraville,Monet,Gen,Double,2,656997,1,1,3,2,520,Regular,198
217973,Canterbury,Lakeland,Gen,Single,2,631047,0,1,4,2,520,Regular,234
217983,Ormond,Haring,Gen,Single,2,678577,1,1,3,2,512,Regular,237
217986,Spotswood,Drysdale,Gen,Single,2,705527,1,1,4,2,512,Regular,284
217998,Canterbury,Drysdale,Gen,Single,2,630117,0,1,4,2,520,Regular,250
217999,Canterbury,Alpine,Gen,Single,2,645557,1,1,4,2,520,Regular,267
218000,Caulfield,Haring,Gen,Single,2,608937,0,1,3,2,520,Regular,207
218029,Carlton,Drysdale,Gen,Single,2,565660,0,1,3,2,591,Irregular,178
218033,Kensington,Drysdale,Gen,Single,2,588240,0,1,4,2,591,Irregular,213
218035,Kooyong,Dowd,Gen,Single,2,573330,0,1,3,2,591,Irregular,182
218036,Parkville,Woodland,Gen,Single,2,589670,0,1,4,2,591,Irregular,208
218037,Kooyong,Arkley,Gen,Single,2,582770,0,1,4,2,591,Irregular,211
218039,Canterbury,Drysdale,Gen,Single,2,582200,0,1,4,2,402,Regular,234
218040,Ormond,Laing,Gen,Single,2,640650,1,1,3,2,460,Regular,237
218059,Ashwood,Condor,Gen,Double,2,910262,1,1,4,2,542,Irregular,298
218112,Carlton,Drysdale,Gen,Single,2,583490,1,1,4,2,450,Regular,237
218113,Deepdene,Nolan,Gen,Single,2,644399,0,1,4,2,536,Regular,246
218126,Cremorne,Drysdale,Gen,Single,2,509910,0,1,4,2,404,Corner,177
218127,Cremorne,Nolan,Gen,Single,2,509610,0,1,4,2,404,Corner,172
218129,Cremorne,Arkley,Gen,Single,2,506610,0,1,4,2,404,Corner,172
218130,Cremorne,Haring,Gen,Single,2,509910,0,1,4,2,404,Corner,177
218131,Ashwood,Matisse,Gen,Double,2,597750,1,1,4,2,404,Corner,241
218132,Ashwood,Monet,Gen,Double,2,597750,1,1,4,2,404,Corner,241
218134,Carlton,Haring,Gen,Single,2,565660,0,1,3,2,591,Irregular,178
218159,Deepdene,Nolan,Gen,Single,2,656657,0,1,4,2,540,Corner,225
218164,Strathmore,Dowd,Gen,Single,2,679427,0,1,4,2,611,Irregular,234
218191,Kooyong,Drysdale,Gen,Single,2,622335,0,1,4,2,535,Corner,211
218322,Cremorne,Haring,Gen,Single,2,506610,0,1,4,2,404,Corner,172
218323,Carlton,Haring,Gen,Single,2,565660,0,1,3,2,591,Irregular,178
218324,Kooyong,Nolan,Gen,Single,2,571330,0,1,3,2,591,Irregular,182
218327,Kooyong,Haring,Gen,Single,2,582770,0,1,4,2,591,Irregular,211
218328,Parkville,Drysdale,Gen,Single,2,584170,0,1,4,2,591,Irregular,208
218329,Ashwood,Condor,Gen,Double,2,594750,1,1,4,2,404,Corner,241
218331,Clifton,Nolan,Gen,Single,1,499700,0,1,2,2,404,Corner,130
218426,Parkville,Alpine,Gen,Single,2,604600,0,1,4,2,500,Irregular,208
218427,Collingwood,Drysdale,Gen,Single,2,547377,0,1,3,2,463,Corner,172
218432,Caulfield,Nolan,Gen,Single,2,580500,0,1,3,2,477,Corner,207
218434,Ormond,Dowd,Gen,Single,2,639050,1,1,3,2,512,Regular,237
218435,Carlton,Strider,Gen,Single,2,607410,0,1,4,2,517,Corner,218
218451,Spotswood,Woodland,Gen,Single,2,609240,0,1,3,2,571,Corner,223
218452,Macleod,Drysdale,Gen,Single,2,616610,0,1,4,2,519,Regular,238
218453,Caulfield,Nolan,Gen,Single,2,602200,0,1,3,2,519,Regular,207
218454,Collingwood,Arkley,Gen,Single,2,559080,0,1,3,2,517,Corner,148
218455,Malvern,Alpine,Gen,Single,2,624860,0,1,4,2,512,Regular,234
218456,Spotswood,Drysdale,Gen,Single,2,614140,0,1,3,2,512,Regular,223
218461,Strathmore,Drysdale,Gen,Single,2,596980,0,1,4,2,500,Irregular,234
218462,Thornbury,Haring,Gen,Single,2,604860,0,1,4,2,500,Irregular,251
218501,Cremorne,Haring,Gen,Single,2,328760,0,1,4,2,630,Regular,172
218513,Spotswood,Alpine,Gen,Single,2,400680,0,1,3,2,624,Regular,223
218519,Parkville,Sunseeker,Gen,Single,2,395930,0,1,4,2,525,Regular,208
218523,Parkville,Sunseeker,Gen,Single,2,383562,0,1,4,2,684,Regular,208
218525,Caulfield,Dowd,Gen,Single,2,406250,0,1,4,2,448,Regular,249
218545,Strathmore,Dowd,Gen,Single,2,656650,1,1,4,2,535,Corner,268
218556,Carlton,Drysdale,Gen,Single,2,362650,0,1,4,2,684,Corner,206
218558,Malvern,Alpine,Gen,Single,2,602622,0,1,4,2,730,Regular,234
218562,Camberwell,Laing,Gen,Single,1,577460,0,1,3,2,510,Irregular,142
218565,Canterbury,Woodland,Gen,Single,2,535462,0,1,4,2,523,Irregular,234
218566,Camberwell,Strider,Gen,Single,1,577960,0,1,3,2,507,Irregular,142
218570,Kensington,Nolan,Gen,Single,2,396430,0,1,4,2,560,Regular,213
218582,Parkville,Sunseeker,Gen,Single,2,405350,0,1,4,2,660,Corner,208
218584,Canterbury,Drysdale,Gen,Single,2,417780,0,1,4,2,700,Regular,234
218585,Canterbury,Alpine,Gen,Single,2,585390,0,1,4,2,402,Regular,234
218593,Macleod,Drysdale,Gen,Single,2,417180,0,1,4,2,735,Regular,238
218611,Macleod,Dowd,Gen,Single,2,656040,0,1,4,2,512,Regular,283
218612,Portsea,Metropolitan,Gen,Double,2,786260,1,1,4,2,512,Regular,426
218618,Kensington,Drysdale,Gen,Single,2,389822,0,1,4,2,807,Regular,213
218620,Malvern,Drysdale,Gen,Single,2,378162,0,1,4,2,636,Corner,234
218621,Ivanhoe,Arkley,Gen,Single,2,363112,0,1,3,2,620,Regular,207
218623,Cremorne,Haring,Gen,Single,2,339422,0,1,4,2,620,Regular,172
218633,Parkville,Sunseeker,Gen,Single,2,368942,0,1,4,2,640,Regular,208
218635,Ormond,Dowd,Gen,Single,2,632320,1,1,3,2,463,Regular,237
218639,Caulfield,Dowd,Gen,Single,2,379652,0,1,4,2,640,Regular,231
