Packageid,HouseName,Facade,Brand,Storey,CarSpaces,Price,Study,Ensuite,BedRooms,BathRooms,LandSize,BlockType,HouseSize
224378,Cremorne,Haring,Gen,Single,2,570537,0,1,4,2,437,Regular,172
224384,Camberwell,Arkley,Gen,Single,1,478400,0,1,3,2,293,Regular,142
224385,Ripponlea,Condor,Gen,Double,2,568100,1,1,4,2,293,Regular,215
224386,Ripponlea,Streeton,Gen,Double,2,568100,1,1,4,2,293,Regular,215
224387,Ripponlea,Monet,Gen,Double,2,571100,1,1,4,2,293,Regular,215
224388,Ripponlea,Matisse,Gen,Double,2,571100,1,1,4,2,293,Regular,215
224389,Sandringham,Drysdale,Gen,Single,2,549430,0,1,3,2,492,Corner,151
224391,Strathmore,Drysdale,Gen,Single,2,573600,0,1,4,2,392,Regular,234
224397,Ripponlea,Condor,Gen,Double,2,567600,1,1,4,2,293,Regular,207
224399,Ripponlea,Matisse,Gen,Double,2,570600,1,1,4,2,293,Regular,207
224401,Ripponlea,Monet,Gen,Double,2,570600,1,1,4,2,293,Regular,207
224405,Caulfield,Haring,Gen,Single,2,592000,0,1,3,2,512,Regular,207
224407,Macleod,Drysdale,Gen,Single,2,608000,0,1,4,2,512,Regular,238
224408,Spotswood,Drysdale,Gen,Single,2,598000,0,1,3,2,512,Regular,223
224433,Caulfield,Drysdale,Gen,Single,2,589747,0,1,3,2,437,Regular,207
224434,Malvern,Alpine,Gen,Single,2,609707,0,1,4,2,437,Regular,234
224435,Hawthorn,Orana,Gen,Double,2,708347,1,1,4,2,437,Regular,333
224446,Parkville,Alpine,Gen,Single,2,626427,0,1,4,2,400,Regular,208
224448,Strathmore,Nolan,Gen,Single,2,677727,1,1,4,2,503,Regular,268
224450,Sandringham,Arkley,Gen,Single,2,520187,0,1,3,2,400,Regular,151
224451,Bellfield,Haring,Gen,Single,1,485997,0,1,4,2,336,Regular,184
224452,Camberwell,Strider,Gen,Single,1,482227,1,1,4,2,336,Regular,174
224453,Kooyong,Laing,Gen,Single,2,531277,0,1,4,2,400,Regular,224
224454,Parkville,Drysdale,Gen,Single,2,532237,0,1,4,2,425,Regular,208
224460,Carlton,Haring,Gen,Single,2,623917,0,1,4,2,375,Regular,206
224463,Canterbury,Drysdale,Gen,Single,2,597380,0,1,4,2,500,Irregular,234
224467,Carlton,Dowd,Gen,Single,2,628917,0,1,4,2,375,Regular,206
224468,Kooyong,Drysdale,Gen,Single,2,631817,0,1,4,2,375,Regular,224
224469,Sandringham,Haring,Gen,Single,2,594217,0,1,3,2,375,Regular,151
224470,Ashwood,Condor,Gen,Double,2,711477,1,1,4,2,375,Regular,298
224476,Ashwood,Condor,Gen,Double,2,737110,1,1,4,2,361,Corner,298
224477,Cremorne,Drysdale,Gen,Single,2,632770,0,1,4,2,361,Corner,177
224478,Kooyong,Drysdale,Gen,Single,2,632310,0,1,3,2,361,Corner,182
224479,Ashwood,Streeton,Gen,Double,2,714290,1,1,4,2,361,Corner,241
224480,Ripponlea,Condor,Gen,Double,2,723570,1,1,4,2,350,Regular,215
224481,Parkville,Sunseeker,Gen,Single,2,685090,0,1,4,2,350,Regular,208
224484,Carlton,Haring,Gen,Single,2,678590,0,1,4,2,350,Regular,206
224485,Carlton,Dowd,Gen,Single,2,473600,0,1,4,2,366,Regular,206
224486,Kensington,Dowd,Gen,Single,2,561307,0,1,4,2,400,Regular,213
224487,Elwood,Matisse,Gen,Double,2,638707,1,1,4,2,400,Regular,274
224488,Clifton,Drysdale,Gen,Single,1,462177,0,1,2,2,336,Regular,130
224489,Ripponlea,Monet,Gen,Double,2,558367,1,1,4,2,336,Regular,215
224498,Carlton,Arkley,Gen,Single,2,519470,0,1,3,2,364,Regular,178
224501,Kooyong,Haring,Gen,Single,2,604380,0,1,4,2,472,Regular,211
224502,Collingwood,Dowd,Gen,Single,2,568520,0,1,3,2,294,Regular,172
224503,Cremorne,Nolan,Gen,Single,2,521170,0,1,4,2,350,Regular,172
224504,Caulfield,Haring,Gen,Single,2,540530,0,1,3,2,350,Regular,207
224505,Ivanhoe,Drysdale,Gen,Single,2,541120,0,1,3,2,388,Corner,179
224507,Bellfield,Haring,Gen,Single,1,480997,0,1,4,2,336,Regular,184
224508,Elwood,Streeton,Gen,Double,2,562717,1,1,3,2,336,Regular,239
224509,Carlton,Laing,Gen,Single,2,528707,0,1,4,2,400,Regular,218
224510,Mckinnon,Heathland,Gen,Double,2,638937,1,1,5,2,400,Regular,340
224511,Kooyong,Nolan,Gen,Single,2,549447,0,1,4,2,425,Regular,239
224512,Kingsbury,Condor,Gen,Double,1,559477,1,1,3,2,425,Regular,169
224517,Canterbury,Drysdale,Gen,Single,2,657160,0,1,4,2,471,Corner,250
224546,Carlton,Drysdale,Gen,Single,2,568990,0,1,4,2,579,Irregular,218
224547,Ashwood,Condor,Gen,Double,2,647990,1,1,4,2,579,Irregular,298
224554,Ivanhoe,Dowd,Gen,Single,2,378460,0,1,3,2,636,Corner,207
224558,Collingwood,Drysdale,Gen,Single,2,338050,0,1,3,2,524,Irregular,172
224559,Spotswood,Drysdale,Gen,Single,2,662610,0,1,3,2,520,Regular,223
224560,Spotswood,Woodland,Gen,Single,2,702330,1,1,4,2,520,Regular,284
224561,Macleod,Drysdale,Gen,Single,2,671080,0,1,4,2,520,Regular,238
224562,Macleod,Haring,Gen,Single,2,682690,0,1,4,2,520,Regular,266
224563,Malvern,Lakeland,Gen,Single,2,677330,0,1,4,2,520,Regular,234
224564,Deepdene,Drysdale,Gen,Single,2,674420,0,1,4,2,520,Regular,246
224565,Canterbury,Alpine,Gen,Single,2,671780,0,1,4,2,520,Regular,234
224568,Caulfield,Drysdale,Gen,Single,2,665780,0,1,4,2,520,Regular,231
224569,Strathmore,Haring,Gen,Single,2,666680,0,1,4,2,520,Regular,234
224571,Caulfield,Haring,Gen,Single,2,653670,0,1,3,2,520,Regular,207
224574,Collingwood,Drysdale,Gen,Single,2,488882,0,1,3,2,294,Regular,172
224576,Parkville,Woodland,Gen,Single,2,370430,0,1,4,2,514,Corner,208
224577,Ripponlea,Condor,Gen,Double,2,568852,1,1,4,2,294,Regular,215
224579,Bellfield,Drysdale,Gen,Single,1,521352,0,1,4,2,336,Regular,184
224580,Elwood,Matisse,Gen,Double,2,606582,1,1,3,2,336,Regular,239
224582,Camberwell,Nolan,Gen,Single,1,492651,0,1,3,2,294,Regular,160
224590,Malvern,Sunseeker,Gen,Single,2,404350,1,1,4,2,656,Regular,267
224591,Carlton,Drysdale,Gen,Single,2,600400,0,1,3,2,375,Regular,178
224592,Ivanhoe,Drysdale,Gen,Single,2,598600,0,1,3,2,375,Regular,179
224593,Kooyong,Drysdale,Gen,Single,2,603120,0,1,3,2,375,Regular,182
224595,Ashwood,Monet,Gen,Double,2,707190,1,1,4,2,375,Regular,298
224596,Mckinnon,Rainforest,Gen,Double,2,700390,1,1,3,2,375,Regular,259
224602,Strathmore,Dowd,Gen,Single,2,583600,0,1,4,2,392,Regular,234
224620,Yarraville,Condor,Gen,Double,2,606550,1,1,3,2,671,Irregular,198
224631,Hawthorn,Matisse,Gen,Double,2,752870,1,1,4,2,520,Regular,333
224632,Spotswood,Drysdale,Gen,Single,2,606350,1,1,4,2,671,Regular,284
224634,Hawthorn,Monet,Gen,Double,2,782200,1,1,4,2,520,Regular,395
224635,Osborne,Heathland,Gen,Double,2,769380,1,1,4,2,520,Regular,352
224636,Osborne,Urban,Gen,Double,2,799810,0,1,5,2,520,Regular,416
224637,Fitzroy,Monet,Gen,Double,2,755600,1,1,4,2,520,Regular,323
224647,Canterbury,Drysdale,Gen,Single,2,679350,0,1,4,2,508,Regular,234
224651,Caulfield,Drysdale,Gen,Single,2,678850,0,1,4,2,508,Regular,231
224652,Malvern,Drysdale,Gen,Single,2,589300,0,1,4,2,728,Corner,234
224654,Strathmore,Drysdale,Gen,Single,2,679750,0,1,4,2,508,Regular,234
224656,Ashwood,Monet,Gen,Double,2,758020,1,1,4,2,508,Regular,298
224658,Macleod,Drysdale,Gen,Single,2,623050,0,1,5,2,728,Regular,299
224659,Fitzroy,Monet,Gen,Double,2,762530,1,1,4,2,508,Regular,323
224675,Carlton,Drysdale,Gen,Single,2,702027,0,1,4,2,448,Regular,206
224676,Camberwell,Haring,Gen,Single,1,552867,1,1,4,2,315,Regular,174
224677,Kooyong,Strider,Gen,Single,2,706627,0,1,4,2,448,Regular,211
224678,Ashwood,Orana,Gen,Double,2,815587,1,1,4,2,448,Regular,298
224679,Clifton,Haring,Gen,Single,1,531667,0,1,2,2,315,Regular,130
224680,Elwood,Condor,Gen,Double,2,637137,1,1,3,2,315,Regular,239
224682,Ormond,Nolan,Gen,Single,2,676970,1,1,3,2,454,Regular,237
224687,Macleod,Drysdale,Gen,Single,2,672410,0,1,4,2,454,Regular,238
224688,Canterbury,Drysdale,Gen,Single,2,747250,0,1,4,2,485,Regular,250
224689,Camberwell,Drysdale,Gen,Single,1,667210,0,1,3,2,462,Corner,142
224692,Canterbury,Drysdale,Gen,Single,2,699640,0,1,4,2,512,Regular,234
224694,Deepdene,Drysdale,Gen,Single,2,696840,0,1,4,2,512,Regular,225
224695,Strathmore,Drysdale,Gen,Single,2,700040,0,1,4,2,512,Regular,234
224696,Ashwood,Monet,Gen,Double,2,781740,1,1,4,2,512,Regular,298
224697,Mckinnon,Rainforest,Gen,Double,2,800540,1,1,4,2,512,Regular,307
224702,Caulfield,Drysdale,Gen,Single,2,674602,0,1,4,2,448,Regular,249
224703,Williamstown,Drysdale,Gen,Single,2,747202,0,1,4,2,485,Regular,251
224704,Hawthorn,Condor,Gen,Double,2,821402,1,1,4,2,462,Corner,395
224728,Ashwood,Condor,Gen,Double,2,670700,1,1,4,2,501,Corner,241
224729,Kooyong,Drysdale,Gen,Single,2,668540,0,1,4,2,448,Regular,239
224730,Kooyong,Drysdale,Gen,Single,2,601260,0,1,4,2,504,Corner,224
224732,Thornbury,Haring,Gen,Single,2,660560,0,1,4,2,585,Regular,264
224737,Ivanhoe,Drysdale,Gen,Single,2,539520,0,1,3,2,400,Regular,207
224738,Elwood,Condor,Gen,Double,2,574290,1,1,4,2,336,Regular,274
224739,Bellfield,Drysdale,Gen,Single,1,469880,0,1,4,2,336,Regular,184
224740,Caulfield,Dowd,Gen,Single,2,679650,0,1,4,2,448,Regular,249
224741,Carlton,Drysdale,Gen,Single,2,514190,0,1,4,2,400,Regular,218
224742,Collingwood,Drysdale,Gen,Single,2,543050,0,1,3,2,571,Corner,148
224747,Elwood,Condor,Gen,Double,2,647670,1,1,4,2,337,Regular,312
224748,Carlton,Drysdale,Gen,Single,2,534130,1,1,4,2,425,Regular,237
224751,Ashwood,Matisse,Gen,Double,2,877050,1,1,5,2,963,Irregular,422
224752,Ivanhoe,Drysdale,Gen,Single,2,590210,0,1,3,2,375,Regular,179
224753,Carlton,Drysdale,Gen,Single,2,567860,0,1,3,2,513,Corner,178
224773,Parkville,Drysdale,Gen,Single,2,389540,0,1,4,2,801,Irregular,208
224778,Collingwood,Drysdale,Gen,Single,2,449980,0,1,3,2,294,Regular,172
224779,Carlton,Drysdale,Gen,Single,2,501200,0,1,4,2,350,Regular,206
224780,Canterbury,Drysdale,Gen,Single,2,542250,0,1,4,2,392,Regular,234
224782,Kooyong,Drysdale,Gen,Single,2,561440,0,1,4,2,400,Regular,224
224783,Macleod,Drysdale,Gen,Single,2,636860,0,1,4,2,519,Regular,283
224784,Canterbury,Drysdale,Gen,Single,2,616100,1,1,4,2,500,Irregular,267
224785,Albion,Matisse,Gen,Double,1,545949,0,1,3,2,243,Corner,161
224786,Oakleigh,Monet,Gen,Double,2,557099,1,1,4,2,248,Regular,204
224787,Kooyong,Nolan,Gen,Single,2,614699,0,1,4,2,400,Regular,211
224802,Macleod,Drysdale,Gen,Single,2,671127,0,1,4,2,512,Regular,238
224818,Strathmore,Nolan,Gen,Single,2,692885,0,1,4,2,448,Regular,251
224821,Mandalay,Central,Elements,Double,2,900716,0,1,4,5,512,Regular,437
224822,Pierce,Ivy,Elements,Single,2,792885,0,1,4,2,512,Regular,284
224823,Portsea,Urban,Gen,Double,2,956726,1,1,4,2,671,Irregular,426
224824,Macleod,Nolan,Gen,Single,2,868100,0,1,4,2,735,Irregular,283
224825,Kingsbury,Matisse,Gen,Double,1,666547,1,1,3,2,448,Regular,169
224826,Northcote,Haring,Gen,Single,2,676327,0,1,4,2,512,Regular,250
224828,Osborne,Heathland,Gen,Double,2,795927,0,1,5,2,512,Regular,416
224843,Macleod,Drysdale,Gen,Single,2,550100,0,1,5,2,672,Regular,299
224844,Ripponlea,Condor,Gen,Double,2,523100,1,1,4,2,442,Irregular,215
224845,Elwood,Condor,Gen,Double,2,521700,1,1,3,2,400,Corner,239
224846,Camberwell,Haring,Gen,Single,1,405400,0,1,3,2,348,Corner,142
224847,Ashwood,Condor,Gen,Double,2,600100,1,1,4,2,503,Corner,352
224848,Kooyong,Drysdale,Gen,Single,2,683380,0,1,4,2,520,Corner,211
224849,Canterbury,Drysdale,Gen,Single,2,693620,0,1,4,2,520,Corner,234
224850,Deepdene,Drysdale,Gen,Single,2,690300,0,1,4,2,520,Corner,225
224851,Malvern,Drysdale,Gen,Single,2,695170,0,1,4,2,520,Corner,234
224852,Ashwood,Monet,Gen,Double,2,770020,1,1,4,2,520,Corner,298
224853,Fitzroy,Monet,Gen,Double,2,774340,1,1,4,2,520,Corner,323
224859,Cremorne,Drysdale,Gen,Single,2,465680,0,1,4,2,290,Corner,172
224860,Ashwood,Matisse,Gen,Double,2,560860,1,1,4,2,290,Corner,241
224861,Ripponlea,Matisse,Gen,Double,2,536460,1,1,4,2,221,Regular,207
224862,Fitzroy,Condor,Gen,Double,2,732710,1,1,4,2,483,Corner,323
224867,Ripponlea,Condor,Gen,Double,2,535636,1,1,4,2,220,Regular,207
224868,Ashwood,Matisse,Gen,Double,2,767420,1,1,4,2,593,Irregular,298
224869,Collingwood,Drysdale,Gen,Single,2,586100,0,1,3,2,417,Regular,172
224870,Carlton,Nolan,Gen,Single,2,629440,0,1,4,2,436,Regular,218
224871,Williamstown,Drysdale,Gen,Single,2,658710,0,1,4,2,448,Regular,251
224872,Carlton,Arkley,Gen,Single,2,467790,0,1,4,2,366,Regular,206
224874,Kooyong,Dowd,Gen,Single,2,470000,0,1,4,2,366,Regular,211
224876,Ivanhoe,Drysdale,Gen,Single,2,445340,0,1,3,2,366,Regular,179
224878,Sandringham,Nolan,Gen,Single,2,436500,0,1,3,2,366,Regular,151
224879,Ashwood,Matisse,Gen,Double,2,553930,1,1,4,2,366,Regular,298
224880,Cremorne,Drysdale,Gen,Single,2,598400,0,1,4,2,392,Regular,172
224881,Sandringham,Arkley,Gen,Single,2,491720,0,1,3,2,370,Regular,151
224882,Carlton,Dowd,Gen,Single,2,505460,0,1,3,2,364,Regular,178
224883,Canterbury,Woodland,Gen,Single,2,559970,0,1,4,2,392,Regular,234
224884,Ivanhoe,Drysdale,Gen,Single,2,493440,0,1,3,2,350,Regular,179
224885,Caulfield,Haring,Gen,Single,2,542970,0,1,3,2,392,Regular,207
224886,Kooyong,Nolan,Gen,Single,2,546340,0,1,4,2,400,Regular,211
224887,Camberwell,Arkley,Gen,Single,1,424170,0,1,3,2,263,Regular,142
224888,Strathmore,Drysdale,Gen,Single,2,584280,0,1,4,2,448,Regular,251
224889,Clifton,Haring,Gen,Single,1,386680,0,1,2,2,220,Regular,130
224890,Cremorne,Nolan,Gen,Single,2,466060,0,1,4,2,294,Regular,172
224891,Hawthorn,Condor,Gen,Double,2,848400,1,1,5,2,845,Irregular,432
224892,Portsea,Rainforest,Gen,Double,2,893200,1,1,4,2,854,Irregular,426
224894,Fitzroy,Matisse,Gen,Double,2,849700,1,1,4,2,911,Irregular,384
224895,Ashwood,Condor,Gen,Double,2,850500,1,1,5,2,830,Irregular,422
224899,Mckinnon,Urban,Gen,Double,2,787500,1,1,5,2,613,Irregular,340
224901,Ripponlea,Condor,Gen,Double,2,726100,1,1,4,2,592,Irregular,215
224911,Cremorne,Arkley,Gen,Single,2,350255,0,1,4,2,732,Irregular,172
224912,Macleod,Dowd,Gen,Single,2,441435,0,1,4,2,1031,Corner,238
224913,Ormond,Drysdale,Gen,Single,2,402825,1,1,4,2,684,Regular,263
224914,Deepdene,Haring,Gen,Single,2,372405,0,1,4,2,684,Regular,225
224915,Macleod,Laing,Gen,Single,2,425895,0,1,5,2,692,Regular,299
224916,Northcote,Nolan,Gen,Single,2,405465,0,1,4,2,874,Irregular,250
224917,Carlton,Strider,Gen,Single,2,415985,0,1,4,2,941,Corner,206
224919,Kooyong,Strider,Gen,Single,2,374375,0,1,4,2,732,Irregular,211
224920,Sandringham,Nolan,Gen,Single,2,344695,0,1,3,2,732,Irregular,151
224921,Elwood,Condor,Gen,Double,2,478035,1,1,4,2,732,Irregular,312
224923,Canterbury,Drysdale,Gen,Single,2,400665,0,1,4,2,874,Irregular,250
224924,Macleod,Laing,Gen,Single,2,418385,0,1,4,2,874,Irregular,283
224925,Ashwood,Matisse,Gen,Double,2,473585,1,1,4,2,874,Irregular,298
224926,Spotswood,Alpine,Gen,Single,2,387405,0,1,3,2,684,Regular,223
224927,Malvern,Lakeland,Gen,Single,2,412625,1,1,4,2,684,Regular,267
224928,Fitzroy,Monet,Gen,Double,2,470185,1,1,4,2,684,Regular,323
224929,Thornbury,Haring,Gen,Single,2,382995,0,1,4,2,684,Regular,251
224930,Malvern,Sunseeker,Gen,Single,2,402625,1,1,4,2,684,Regular,267
224931,Hawthorn,Orana,Gen,Double,2,482485,1,1,4,2,684,Regular,333
224932,Ormond,Drysdale,Gen,Single,2,409865,1,1,4,2,692,Regular,263
224933,Vermont,Dowd,Gen,Single,2,404955,0,1,4,2,692,Regular,251
224934,Osborne,Heathland,Gen,Double,2,521815,0,1,5,2,692,Regular,416
224935,Strathmore,Arkley,Gen,Single,2,429715,0,1,4,2,941,Corner,251
224936,Canterbury,Woodland,Gen,Single,2,427885,0,1,4,2,941,Corner,234
224937,Portsea,Metropolitan,Gen,Double,2,505385,1,1,4,2,941,Corner,298
224938,Williamstown,Haring,Gen,Single,2,439555,0,1,4,2,1031,Corner,251
224939,Cremorne,Laing,Gen,Single,2,407475,0,1,4,2,1031,Corner,177
224940,Oakleigh,Streeton,Gen,Double,2,473475,1,1,4,2,1031,Corner,204
224942,Carlton,Drysdale,Gen,Single,2,588600,0,1,4,2,419,Regular,206
224943,Strathmore,Drysdale,Gen,Single,2,580540,0,1,4,2,392,Regular,234
224944,Malvern,Drysdale,Gen,Single,2,581690,0,1,4,2,392,Regular,234
224945,Camberwell,Haring,Gen,Single,1,545767,0,1,3,2,315,Regular,160
224946,Deepdene,Nolan,Gen,Single,2,577070,0,1,4,2,392,Regular,225
224947,Carlton,Drysdale,Gen,Single,2,551030,0,1,4,2,350,Regular,206
224949,Macleod,Dowd,Gen,Single,2,675290,0,1,4,2,512,Regular,283
224951,Williamstown,Drysdale,Gen,Single,2,623640,0,1,4,2,448,Regular,251
224954,Kooyong,Drysdale,Gen,Single,2,552200,0,1,4,2,350,Regular,211
224956,Kooyong,Drysdale,Gen,Single,2,552270,0,1,4,2,350,Regular,211
224957,Collingwood,Haring,Gen,Single,2,492600,0,1,3,2,294,Regular,172
224959,Carlton,Nolan,Gen,Single,2,592440,1,1,4,2,400,Regular,237
224961,Strathmore,Drysdale,Gen,Single,2,623570,0,1,4,2,448,Regular,251
224962,Kooyong,Drysdale,Gen,Single,2,609030,0,1,4,2,571,Corner,224
224963,Strathmore,Drysdale,Gen,Single,2,486420,1,1,4,2,504,Regular,268
224964,Canterbury,Drysdale,Gen,Single,2,486920,1,1,4,2,504,Regular,267
224967,Ashwood,Matisse,Gen,Double,2,697520,1,1,4,2,412,Regular,298
224968,Ashwood,Monet,Gen,Double,2,725430,1,1,4,2,412,Regular,352
224969,Mckinnon,Heathland,Gen,Double,2,687720,1,1,3,2,412,Regular,259
224970,Mckinnon,Urban,Gen,Double,2,713930,1,1,4,2,412,Regular,307
224971,Williamstown,Drysdale,Gen,Single,2,476520,0,1,4,2,504,Regular,251
224972,Deepdene,Drysdale,Gen,Single,2,476020,0,1,4,2,504,Regular,246
224973,Malvern,Drysdale,Gen,Single,2,486920,1,1,4,2,504,Regular,267
224974,Thornbury,Drysdale,Gen,Single,2,486120,0,1,4,2,504,Regular,264
224976,Spotswood,Drysdale,Gen,Single,2,533020,1,1,4,2,592,Regular,284
224977,Caulfield,Drysdale,Gen,Single,2,449120,0,1,3,2,470,Irregular,207
224978,Kooyong,Drysdale,Gen,Single,2,438620,0,1,3,2,470,Irregular,182
224979,Macleod,Drysdale,Gen,Single,2,534220,0,1,5,2,592,Regular,299
224980,Carlton,Haring,Gen,Single,2,434420,0,1,3,2,470,Irregular,178
224981,Carlton,Drysdale,Gen,Single,2,450720,0,1,4,2,470,Irregular,206
224982,Ormond,Drysdale,Gen,Single,2,520620,1,1,4,2,592,Regular,263
224983,Thornbury,Haring,Gen,Single,2,476020,0,1,4,2,504,Regular,251
224984,Thornbury,Arkley,Gen,Single,2,485620,0,1,4,2,504,Regular,264
224985,Canterbury,Drysdale,Gen,Single,2,467820,0,1,4,2,504,Regular,234
224986,Malvern,Lakeland,Gen,Single,2,478870,0,1,4,2,504,Regular,234
224987,Strathmore,Drysdale,Gen,Single,2,468220,0,1,4,2,504,Regular,234
224988,Macleod,Drysdale,Gen,Single,2,492620,0,1,4,2,579,Regular,238
224989,Spotswood,Drysdale,Gen,Single,2,484120,0,1,3,2,579,Regular,223
224990,Macleod,Haring,Gen,Single,2,504320,0,1,4,2,579,Regular,266
224991,Spotswood,Woodland,Gen,Single,2,524020,1,1,4,2,579,Regular,284
224992,Macleod,Drysdale,Gen,Single,2,512220,0,1,4,2,579,Regular,283
224993,Macleod,Arkley,Gen,Single,2,506620,0,1,4,2,592,Regular,238
224994,Spotswood,Alpine,Gen,Single,2,503620,0,1,3,2,592,Regular,223
224995,Canterbury,Drysdale,Gen,Single,2,502820,0,1,4,2,697,Regular,234
224996,Deepdene,Drysdale,Gen,Single,2,499620,0,1,4,2,697,Regular,225
224997,Thornbury,Drysdale,Gen,Single,2,511020,0,1,4,2,697,Regular,251
224998,Macleod,Drysdale,Gen,Single,2,506300,0,1,4,2,544,Regular,266
224999,Caulfield,Drysdale,Gen,Single,2,566990,0,1,3,2,392,Regular,207
225000,Cremorne,Drysdale,Gen,Single,2,550840,0,1,4,2,392,Regular,177
225001,Spotswood,Woodland,Gen,Single,2,525570,1,1,4,2,544,Regular,284
225002,Fitzroy,Monet,Gen,Double,2,660730,1,1,4,2,392,Regular,323
225003,Thornbury,Drysdale,Gen,Single,2,476930,0,1,4,2,476,Regular,251
225004,Osborne,Rainforest,Gen,Double,2,687580,1,1,4,2,392,Regular,352
225005,Caulfield,Drysdale,Gen,Single,2,566990,0,1,3,2,392,Regular,207
225006,Cremorne,Drysdale,Gen,Single,2,550840,0,1,4,2,392,Regular,177
225007,Canterbury,Lakeland,Gen,Single,2,478090,0,1,4,2,476,Regular,234
225008,Fitzroy,Monet,Gen,Double,2,660730,1,1,4,2,392,Regular,323
225010,Strathmore,Haring,Gen,Single,2,468990,0,1,4,2,476,Regular,234
225013,Williamstown,Arkley,Gen,Single,2,606350,0,1,4,2,451,Regular,251
225017,Mandalay,Central,Elements,Double,2,699840,0,1,5,5,544,Regular,484
225020,Pierce,Ivy,Elements,Single,2,559710,0,1,4,2,544,Regular,300
225021,Macleod,Drysdale,Gen,Single,2,522410,0,1,5,2,544,Regular,299
225022,Caulfield,Drysdale,Gen,Single,2,564430,0,1,3,2,392,Regular,207
225024,Spotswood,Drysdale,Gen,Single,2,596120,0,1,3,2,442,Corner,223
225026,Caulfield,Drysdale,Gen,Single,2,564430,0,1,3,2,392,Regular,207
225027,Bellfield,Arkley,Gen,Single,1,509160,0,1,4,2,336,Regular,184
225028,Fitzroy,Monet,Gen,Double,2,657260,1,1,4,2,392,Regular,323
225029,Vermont,Drysdale,Gen,Single,2,477430,0,1,4,2,476,Regular,251
225031,Williamstown,Drysdale,Gen,Single,2,477430,0,1,4,2,476,Regular,251
225033,Carlton,Dowd,Gen,Single,2,590660,1,1,4,2,400,Regular,237
225035,Strathmore,Drysdale,Gen,Single,2,477360,0,1,4,2,476,Regular,251
225037,Canterbury,Drysdale,Gen,Single,2,477760,0,1,4,2,476,Regular,250
225038,Kooyong,Haring,Gen,Single,2,586260,0,1,4,2,400,Regular,239
225039,Parkville,Drysdale,Gen,Single,2,571900,0,1,4,2,400,Regular,208
225041,Canterbury,Drysdale,Gen,Single,2,511920,0,1,4,2,697,Regular,250
225042,Strathmore,Drysdale,Gen,Single,2,511450,0,1,4,2,697,Regular,251
225043,Vermont,Drysdale,Gen,Single,2,511520,0,1,4,2,697,Regular,251
225045,Williamstown,Drysdale,Gen,Single,2,511520,0,1,4,2,697,Regular,251
225048,Sandringham,Drysdale,Gen,Single,2,437490,0,1,3,2,366,Regular,151
225049,Collingwood,Drysdale,Gen,Single,2,530560,0,1,3,2,315,Regular,172
225050,Collingwood,Drysdale,Gen,Single,2,836940,0,1,3,2,400,Regular,172
225051,Carlton,Drysdale,Gen,Single,2,916840,0,1,3,2,450,Corner,178
225052,Elwood,Condor,Gen,Double,2,950290,1,1,4,2,400,Regular,274
225053,Ashwood,Condor,Gen,Double,2,1022030,1,1,4,2,450,Corner,298
225059,Macleod,Drysdale,Gen,Single,2,1354100,0,1,5,2,4000,Regular,299
225060,Parkville,Sunseeker,Gen,Single,2,380250,0,1,4,2,490,Irregular,208
225061,Collingwood,Dowd,Gen,Single,2,348470,0,1,3,2,462,Irregular,172
225062,Ivanhoe,Arkley,Gen,Single,2,376380,0,1,3,2,567,Irregular,207
225064,Carlton,Haring,Gen,Single,2,718600,0,1,4,2,854,Irregular,206
225065,Elwood,Condor,Gen,Double,2,802300,1,1,4,2,830,Irregular,274
225066,Deepdene,Haring,Gen,Single,2,681000,0,1,4,2,613,Irregular,225
225067,Portsea,Urban,Gen,Double,2,771070,1,1,4,2,519,Regular,426
225069,Canterbury,Drysdale,Gen,Single,2,691347,0,1,4,2,592,Irregular,250
225070,Carlton,Drysdale,Gen,Single,2,534520,0,1,3,2,350,Regular,178
225071,Ivanhoe,Drysdale,Gen,Single,2,532720,0,1,3,2,350,Regular,179
225072,Macleod,Drysdale,Gen,Single,2,648320,0,1,5,2,519,Regular,299
225073,Spotswood,Drysdale,Gen,Single,2,647150,1,1,4,2,519,Regular,284
225074,Ormond,Drysdale,Gen,Single,2,634810,1,1,4,2,519,Regular,263
225075,Strathmore,Drysdale,Gen,Single,2,634610,1,1,4,2,519,Regular,268
225076,Strathmore,Drysdale,Gen,Single,2,491600,0,1,4,2,488,Corner,234
225077,Yarraville,Condor,Gen,Double,2,609627,1,1,3,2,512,Corner,198
225078,Ormond,Drysdale,Gen,Single,2,775667,1,1,4,2,861,Regular,263
225083,Alphington,Drysdale,Gen,Single,2,537700,0,1,3,2,439,Corner,158
225084,Alphington,Arkley,Gen,Single,2,543300,0,1,3,2,439,Corner,158
225085,Cremorne,Drysdale,Gen,Single,2,551340,0,1,4,2,439,Corner,177
225086,Ashwood,Condor,Gen,Double,2,660210,1,1,4,2,439,Corner,298
225089,Malvern,Sunseeker,Gen,Single,2,373640,0,1,4,2,419,Regular,234
225090,Sandringham,Drysdale,Gen,Single,2,433840,0,1,3,2,263,Regular,151
225091,Ashwood,Condor,Gen,Double,2,539100,1,1,4,2,263,Regular,241
225092,Alphington,Drysdale,Gen,Single,2,434290,0,1,3,2,263,Regular,153
225096,Canterbury,Sunseeker,Gen,Single,2,747860,1,1,4,2,448,Regular,267
225098,Camberwell,Drysdale,Gen,Single,1,292050,0,1,3,2,320,Regular,142
